id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9.8901E+17,Modern 1BR in a great location,75667477,Ahmad,,THIRD WARD,42.65515516,-73.76052583,Entire home/apt,85,30,5,01/10/2024,0.33,1,225,3,
9.89897E+17,Minutes from hospitals and Universities,109133858,Priscilla,,THIRTEENTH WARD,42.6716,-73.79799,Entire home/apt,218,1,2,29/11/2024,0.19,1,269,2,
9.9212E+17,Two bedroom close to colleges!,152762198,Allen,,FOURTEENTH WARD,42.67098,-73.80695,Entire home/apt,,3,15,28/10/2024,0.98,9,0,11,
9.93431E+17,Albany 3 Bedroom Apt. Sleeps 6,309980121,Ron,,SIXTH WARD,42.65623,-73.7641152,Entire home/apt,,14,12,29/02/2024,0.8,1,0,7,
9.99162E+17,"Spacious Apartment Downtown Albany, NY",531209536,Amar,,THIRD WARD,42.65762,-73.75116,Entire home/apt,140,2,32,29/12/2024,2.15,1,164,27,
1.00498E+18,Elegant Albany Retreat | Mins to D/T & UAlbany,31318080,Cindy,,EIGHTH WARD,42.6555,-73.81066,Entire home/apt,164,2,40,23/12/2024,3.7,1,146,40,
1.00598E+18,Massive 4BD/3BA 2-Fl Townhouse Apt Downtown Albany,44434571,Earl,,SECOND WARD,42.6453489,-73.7536465,Entire home/apt,187,1,45,01/01/2025,3.1,8,323,39,
1.00735E+18,Top floor w/off street parking,232967878,Diana,,TENTH WARD,42.66091,-73.78453,Entire home/apt,189,1,33,29/11/2024,2.31,23,89,26,
1.01076E+18,Cozy Room w/ Walk-In Closet in Historic Home,382970529,Thomas,,THIRTEENTH WARD,42.67003,-73.79771,Private room,52,1,50,24/12/2024,3.49,14,252,39,
1.01076E+18,Cozy Room w/ Walk-In Closet in Historic Home,382970529,Thomas,,THIRTEENTH WARD,42.66971,-73.79755,Private room,56,1,52,20/12/2024,3.64,14,251,40,
1.01366E+18,Cozy 2nd Floor Room in Historic Manor Retreat,382970529,Thomas,,FOURTEENTH WARD,42.66873,-73.7993,Private room,65,1,19,24/12/2024,1.33,14,90,9,
1.01474E+18,Newly Renovated Modern Look Historical Building,51050977,Manny,,NINTH WARD,42.6572643,-73.7769051,Entire home/apt,77,3,1,29/06/2024,0.16,1,18,1,
1.01539E+18,áß´áß›Ü˙?Ç›?Üß?á??ë˜∏Ç›˘Ü¯èÜÒ?,182509542,Yan,,NINTH WARD,42.6558992,-73.7965699,Private room,24,1,0,,,1,84,0,
1.01605E+18,Heart of Albany - Downtown Near Everything,42708277,Rodney,,SIXTH WARD,42.65539,-73.76416,Entire home/apt,84,1,30,04/12/2024,2.1,6,171,27,
1.0183E+18,Comfy Room in Spacious Historic Manor Retreat,382970529,Thomas,,THIRTEENTH WARD,42.66996,-73.79816,Private room,68,1,74,29/12/2024,5.27,14,265,67,
1.01897E+18,1 Comfy Bedroom Across the Park,37769478,Erion,,SIXTH WARD,42.6535,-73.77046,Entire home/apt,65,1,54,21/11/2024,3.91,11,359,48,
1.02052E+18,Downtown Studio,233515764,Etem,,SECOND WARD,42.64714,-73.75466,Entire home/apt,77,1,113,31/12/2024,8.56,4,64,110,
1.02099E+18,*Beautiful* Spacious Prime DT 1 Bedroom Apt w GYM,47625981,Linda,,THIRD WARD,42.6586,-73.76421,Entire home/apt,119,1,16,29/11/2024,1.18,18,262,15,
1.02101E+18,*Spacious* Modern 1 Bedroom RARE Apt w GYM,47625981,Linda,,THIRD WARD,42.65971,-73.76382,Entire home/apt,119,1,26,29/11/2024,1.95,18,269,23,
1.02305E+18,Great home in Albany,496990578,Brian,,ELEVENTH WARD,42.66838,-73.77868,Entire home/apt,129,2,67,14/12/2024,5.03,1,87,64,
1.03472E+18,"*Huge, bright, private 2Bedroom*",130404008,Michael,,THIRD WARD,42.65711,-73.75133,Entire home/apt,92,14,2,01/09/2024,0.38,1,62,2,
1.04062E+18,Safe - Sweet -Serene - Long Term,42708277,Rodney,,SIXTH WARD,42.65447,-73.76078,Entire home/apt,90,1,39,17/12/2024,3.15,6,125,38,
1.04357E+18,2 bed room Apartment,212885959,Osas,,SECOND WARD,42.63976,-73.75705,Entire home/apt,110,1,18,28/10/2024,1.64,1,215,18,
1.04646E+18,Spacious & Comfortable Bedroom,192312997,Natasha,,ELEVENTH WARD,42.67169,-73.78828,Private room,85,1,7,28/10/2024,0.96,1,261,7,
1.05154E+18,Renovated Cozy 1920É??s Apartment,31994990,Gonca,,SEVENTH WARD,42.64478,-73.7764,Entire home/apt,53,28,1,30/09/2024,0.31,2,236,1,
1.05238E+18,Charming Bungalow in Albany!,52464523,Dashima,,FIRST WARD,42.64081,-73.77463,Entire home/apt,120,30,7,01/01/2025,0.57,1,365,6,
1.05607E+18,two private bedrooms near hospitals & schools,20536619,Emily,,THIRTEENTH WARD,42.6714,-73.79431,Private room,118,4,1,22/08/2024,0.22,5,61,1,
1.05647E+18,"Bonjour, Bienvenue A Chez Pierre",553112010,Linda,,TWELFTH WARD,42.7149,-73.87649,Private room,103,2,1,26/10/2024,0.42,1,268,1,
1.06181E+18,Massive 5BD/4BA 3-Story Duplex @ Downtown Albany,44434571,Earl,,SECOND WARD,42.64418,-73.75316,Entire home/apt,325,1,13,30/11/2024,1.23,8,207,13,
1.06253E+18,"private twin room near hospitals, schools",20536619,Emily,,THIRTEENTH WARD,42.67096,-73.79514,Private room,61,4,10,27/10/2024,0.88,5,76,10,
1.07278E+18,The BluebirdÉ??s Nest,426223840,Antonio,,ELEVENTH WARD,42.66391566,-73.77786946,Entire home/apt,91,1,33,25/08/2024,2.94,1,268,33,
1.07318E+18,In the heart of Albany,31994990,Gonca,,SEVENTH WARD,42.64473,-73.77641,Entire home/apt,53,20,2,02/09/2024,0.39,2,15,2,
1.07544E+18,The Tangerine Door,542733174,Rebecca,,TWELFTH WARD,42.67908,-73.79505,Entire home/apt,165,2,19,26/12/2024,1.69,1,243,19,
1.07974E+18,Lark St Oasis: Parking & Laundry,119340359,Lori,,SIXTH WARD,42.65607,-73.76345,Entire home/apt,122,30,6,10/03/2024,0.56,2,41,6,
1.09078E+18,Newly renovated cozy apartment !,521669673,Kody,,THIRD WARD,42.65975,-73.76311,Entire home/apt,68,14,1,24/11/2024,0.7,4,268,1,
1.0908E+18,Work hard and relax !,521669673,Kody,,THIRD WARD,42.65874,-73.76302,Entire home/apt,68,14,0,,,4,268,0,
1.09142E+18,2 bed with parking off Madison,232967878,Diana,,TENTH WARD,42.65988,-73.78486,Entire home/apt,160,2,15,28/10/2024,1.57,23,89,15,
1.0915E+18,Triplex oasis w:parking near MVP,232967878,Diana,,SECOND WARD,42.64409,-73.75709,Entire home/apt,89,2,45,18/12/2024,4.33,23,82,45,
1.0972E+18,Cozy 1-Bedroom Apt in Albany (Entire Apartment),360806709,Gloria,,SEVENTH WARD,42.64149,-73.77925,Entire home/apt,82,1,35,31/12/2024,6.82,1,73,35,
1.098E+18,New Center square studio,232967878,Diana,,SIXTH WARD,42.65269,-73.76567,Entire home/apt,93,2,33,30/11/2024,3.28,23,84,33,
1.10088E+18,"Homey, Quiet 2BR W/ Washer Dryer",152762198,Allen,,FOURTEENTH WARD,42.67008,-73.80691,Entire home/apt,99,3,24,23/12/2024,2.7,9,155,24,
1.10298E+18,Lovely 1 bedroom across the Park,37769478,Erion,,SIXTH WARD,42.65289,-73.76834,Entire home/apt,71,1,38,08/11/2024,3.77,11,364,38,
1.1053E+18,Downtown Brownstone with a View!,14817455,Matt,,THIRD WARD,42.65749,-73.75263,Entire home/apt,140,7,0,,,1,231,0,
1.10806E+18,downtown,539608284,Joyhefsiba,,THIRD WARD,42.66141,-73.76361,Private room,31,30,0,,,1,364,0,
1.11122E+18,Historical Pastures,418250661,Stephanie,,THIRD WARD,42.6564469,-73.7507251,Entire home/apt,116,3,7,01/10/2024,0.73,1,333,7,
1.11969E+18,Serene 1BR Escape: Walk to Eateries & Parks in ALB,472965048,Matt,,SIXTH WARD,42.65348,-73.7637,Entire home/apt,88,1,7,27/10/2024,0.77,2,175,7,
1.11984E+18,1 bed 1 bath Apartment,477328400,Tyler,,SEVENTH WARD,42.64885,-73.76523,Entire home/apt,100,1,38,24/11/2024,4.62,1,17,38,
1.12021E+18,"Walkable 1BR Apt w| Fire Pit, Near Empire Plaza!",472965048,Matt,,SIXTH WARD,42.65194,-73.76526,Entire home/apt,88,1,21,08/12/2024,2.24,2,175,21,
1.1217E+18,Cozy apartment in Albany,1761578,Grant,,SIXTH WARD,42.65314,-73.76546,Entire home/apt,100,2,5,28/10/2024,0.55,3,269,5,
1.12323E+18,"Modern townhouse 2 Bedrooms, King Bed, parking",10279606,Nori,,FIFTEENTH WARD,42.66901,-73.82402,Entire home/apt,115,1,35,26/12/2024,3.99,2,237,35,
1.12456E+18,Charming 1BR Near Capitol-Dwntwn,46312980,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,85,3,2,17/08/2024,0.28,2,213,2,
1.12463E+18,Modern Duplex - Historical Home,46312980,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,110,3,4,24/08/2024,0.45,2,215,4,
1.12833E+18,Downtown Albany Vacation Rental - Chic & Walkable!,121680792,Evolve,,THIRD WARD,42.65694,-73.75449,Entire home/apt,106,2,3,28/07/2024,0.43,6,63,3,
1.12839E+18,Welcome home travelers,502037254,Andrew,,SEVENTH WARD,42.64893,-73.76886,Entire home/apt,75,25,2,03/08/2024,0.31,3,183,2,
1.13126E+18,"Modern 2 BR near MVP Arena, Colleges, Airport",440509865,John,,FIFTEENTH WARD,42.6748535,-73.81692445,Entire home/apt,180,1,24,15/12/2024,4.83,1,333,24,
1.13494E+18,Calling all travelers,521669673,Kody,,THIRD WARD,42.65909,-73.75691,Entire home/apt,70,14,1,03/05/2024,0.12,4,268,1,
1.13581E+18,Cozy Bedrooms in Albany,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,40,28,0,,,3,269,0,
1.13643E+18,"""The LEO Home"" Private Bedroom 1",349460842,Scott,,THIRTEENTH WARD,42.66368,-73.78128,Private room,56,30,0,,,17,182,0,
1.14153E+18,North Allen,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,,28,0,,,3,243,0,
1.14283E+18,Safe Comfy Cozy 2 bedrooms.,574235481,Lavern,,FIRST WARD,42.64094,-73.7767,Entire home/apt,,2,4,06/07/2024,0.49,1,0,4,
1.14283E+18,Great area-Patio-Off Street Parking-Quiet,129023424,Riccardo,,THIRTEENTH WARD,42.67105,-73.7995,Entire home/apt,119,7,5,29/09/2024,0.67,1,267,5,
1.14624E+18,Larson Green,233515764,Etem,,SIXTH WARD,42.6524924,-73.7674361,Entire home/apt,,1,37,26/12/2024,4.55,4,86,37,
1.14635E+18,491 Washington Ave FL1Rare,575030103,Rehan,,ELEVENTH WARD,42.66259,-73.7733,Private room,55,2,14,30/11/2024,1.74,2,250,14,
1.14709E+18,Larson Blue,233515764,Etem,,SIXTH WARD,42.65274,-73.76779,Entire home/apt,90,1,46,01/11/2024,5.56,4,89,46,
1.15061E+18,Albany historic Washington Park,576083630,Joseph,,SIXTH WARD,42.6586049,-73.7680329,Entire home/apt,124,2,9,28/10/2024,1.14,1,89,9,
1.15806E+18,"""The Albany Allen Home"" Private Bedroom 1",349460842,Scott,,TENTH WARD,42.66428,-73.79249,Private room,56,30,2,29/11/2024,0.47,17,269,2,
1.15824E+18,Funky loft studio,502037254,Andrew,,THIRD WARD,42.65845,-73.75926,Entire home/apt,98,30,0,,,3,258,0,
1.16465E+18,*Private Entrance* Cozy Apt Bright + Modern W/D,47625981,Linda,,SEVENTH WARD,42.64727,-73.76758,Entire home/apt,119,1,10,16/11/2024,1.58,18,342,10,
1.16951E+18,/A luxuryhome Near NYSCapital sleeps 10+W/D Grill\,580892646,Crystal,,SECOND WARD,42.64444,-73.75686,Entire home/apt,399,2,8,29/12/2024,1.4,3,163,8,
1.17038E+18,/An Oasis 8 ppl Yard Grill W/D\,580892646,Crystal,,SECOND WARD,42.64349,-73.75906,Entire home/apt,301,2,2,31/07/2024,0.32,3,160,2,
1.1718E+18,Walk to convention center:Lark St:Capital,232967878,Diana,,SIXTH WARD,42.65314,-73.7653,Entire home/apt,150,1,24,14/12/2024,3.41,23,75,24,
1.17189E+18,/A spacious suite: King/Queen beds Grill WD yard\,580892646,Crystal,,SECOND WARD,42.64462,-73.75764,Private room,200,2,0,,,3,167,0,
1.17339E+18,New near major medical facility,232967878,Diana,,SEVENTH WARD,42.64442,-73.77938,Entire home/apt,250,2,13,19/12/2024,2.29,23,37,13,
1.17454E+18,"Spacious, Modern Gem in Melrose - Pet Friendly",441054845,Thaddeus,,THIRTEENTH WARD,42.66894,-73.79549,Entire home/apt,107,1,40,27/12/2024,5.88,2,238,40,
1.17524E+18,Furnished 4 bed vintage home,20536619,Emily,,THIRTEENTH WARD,42.67276,-73.79332,Entire home/apt,,20,0,,,5,0,0,
1.18257E+18,Limited Time Listing,42708277,Rodney,,SIXTH WARD,42.6534205,-73.7639758,Entire home/apt,96,1,16,03/11/2024,2.45,6,87,16,
1.18346E+18,Upscale Listing-Heart of Albany,42708277,Rodney,,SIXTH WARD,42.65227,-73.7646,Entire home/apt,102,1,12,14/10/2024,2.08,6,85,12,
1.18346E+18,Upscale Listing Prime Location,42708277,Rodney,,SIXTH WARD,42.6524,-73.76351,Entire home/apt,96,1,5,01/12/2024,0.78,6,59,5,
1.18466E+18,NEW studio w/2 beds near MVP,232967878,Diana,,SECOND WARD,42.64409,-73.75709,Entire home/apt,145,1,12,16/11/2024,1.88,23,89,12,
1.18554E+18,Empire Plaza Apartment,29483818,Ben,,SIXTH WARD,42.65327,-73.76181,Entire home/apt,80,1,71,03/01/2025,11.27,1,83,71,
1.18559E+18,"""The Albany Allen Home"" Private Bedroom 3",349460842,Scott,,FOURTEENTH WARD,42.66612,-73.79275,Private room,70,30,0,,,17,269,0,
1.18759E+18,House near major medical center,232967878,Diana,,NINTH WARD,42.65502,-73.79183,Entire home/apt,250,1,16,21/12/2024,2.61,23,0,16,
1.18925E+18,Beautiful 2 Bedroom with Parking,37769478,Erion,,SIXTH WARD,42.65333,-73.7711,Entire home/apt,110,1,13,14/12/2024,3.55,11,349,13,
1.18925E+18,Lovely 1 Bedroom with Parking,37769478,Erion,,TENTH WARD,42.66215,-73.79048,Entire home/apt,80,1,19,17/12/2024,3.24,11,362,19,
1.19147E+18,Shanawaz family home,478739541,Shanawaz,,EIGHTH WARD,42.65777,-73.8177,Private room,90,1,2,19/07/2024,0.34,1,364,2,
1.19646E+18,Albany Vacation Rental w/ State Capitol Views!,121680792,Evolve,,SIXTH WARD,42.65521,-73.76497,Entire home/apt,215,5,0,,,6,317,0,
1.19859E+18,"""The LEO Home"" Private Bedroom 2",349460842,Scott,,TENTH WARD,42.66269,-73.78163,Private room,56,30,0,,,17,182,0,
1.20153E+18,Traveling Medical Professionals,413566290,Victoria,,NINTH WARD,42.65506736,-73.79768461,Private room,,2,4,01/09/2024,0.71,1,0,4,
1.2087E+18,"""The Albany Allen Home"" Private Bedroom 5",349460842,Scott,,TENTH WARD,42.6639,-73.7927,Private room,36,30,0,,,17,309,0,
1.20931E+18,"private queen room near AMC, UAlbany",20536619,Emily,,THIRTEENTH WARD,42.67318,-73.79345,Private room,65,5,2,27/10/2024,0.67,5,88,2,
1.21088E+18,Charming Home,147780154,Julia,,EIGHTH WARD,42.65812,-73.81912,Entire home/apt,199,3,0,,,1,358,0,
1.2233E+18,Cozy Remote Workplace,42708277,Rodney,,TENTH WARD,42.66119,-73.77536,Entire home/apt,87,1,9,11/11/2024,2.13,6,84,9,
1.22385E+18,"493 Washington Ave, Albany 12206, 1st Floor",575030103,Rehan,,ELEVENTH WARD,42.6633254,-73.7742255,Entire home/apt,110,3,3,28/10/2024,1.07,2,361,3,
1.22398E+18,"Apartment w/ Deck in Albany, Walk to Downtown!",121680792,Evolve,,SIXTH WARD,42.65679,-73.76334,Entire home/apt,96,2,12,24/11/2024,2.61,6,355,12,
1.22418E+18,White Cozy Room,522436003,Adriana,,THIRTEENTH WARD,42.66859,-73.78832,Private room,55,28,1,04/10/2024,0.32,3,278,1,
1.22929E+18,The Crimson Retreat,562084689,Antonio,,TENTH WARD,42.66095,-73.77813,Entire home/apt,105,1,10,28/11/2024,2.65,3,364,10,
1.2293E+18,It's Like a Treehouse,562084689,Antonio,,TENTH WARD,42.66104,-73.77971,Entire home/apt,99,1,8,10/11/2024,1.83,3,361,8,
1.22934E+18,Indigo Bunting Nest,562084689,Antonio,,ELEVENTH WARD,42.66319,-73.77897,Entire home/apt,113,1,15,21/12/2024,3.41,3,352,15,
1.23026E+18,Chic Garden Apt Center Square | King Bed & Laundry,106288454,Luanne,,SIXTH WARD,42.65507161,-73.76475095,Entire home/apt,118,1,8,27/12/2024,8,1,232,8,
1.23337E+18,Larson Gold,233515764,Etem,,SIXTH WARD,42.65173,-73.76786,Entire home/apt,87,1,26,28/12/2024,6.55,4,76,26,
1.23438E+18,Spacious Garden Apt in Center Square,564967431,Stephanie,,SIXTH WARD,42.65046807,-73.76434796,Entire home/apt,86,2,2,28/10/2024,0.76,2,194,2,
1.23796E+18,TastefulÉ?›in more ways than one!,382970529,Thomas,,SIXTH WARD,42.65507057,-73.76151133,Entire home/apt,125,1,13,29/12/2024,3.64,14,172,13,
1.24062E+18,peaceful 6 underground,412416973,Virginia,,SECOND WARD,42.64567,-73.75883,Private room,71,1,2,23/12/2024,0.86,1,349,2,
1.24223E+18,Nice room in downtown albany,594734396,Abdelrahman,,SECOND WARD,42.6425,-73.75889,Private room,50,1,12,21/12/2024,3.6,1,357,12,
1.2445E+18,The Ladies Playground,512321530,Rashiek,,THIRD WARD,42.66144811,-73.76761513,Entire home/apt,88,1,0,,,1,364,0,
1.24645E+18,Room close to AMC and St peter,652223872,Umit,,TENTH WARD,42.65941683,-73.78360268,Private room,59,3,3,14/12/2024,1.05,1,316,3,
1.2522E+18,"""The Albany Allen Home"" Private Bedroom 4",349460842,Scott,,TENTH WARD,42.66517905,-73.79260148,Private room,56,30,0,,,17,364,0,
1.25226E+18,The Old Lawmaker's Building.,172861174,Vibha,,THIRD WARD,42.6551298,-73.7584295,Private room,107,1,3,28/10/2024,1.05,1,364,3,
1.25226E+18,staycation CAP region,38324986,Gregory,,EIGHTH WARD,42.64548739,-73.78960322,Entire home/apt,216,3,0,,,1,364,0,
1.2523E+18,"""The Albany Allen Home"" Private Bedroom 2",349460842,Scott,,TENTH WARD,42.66555578,-73.79269775,Private room,56,30,1,27/11/2024,0.75,17,336,1,
1.25639E+18,Lovely 1 bedroom across the park,37769478,Erion,,SIXTH WARD,42.65422977,-73.76982577,Entire home/apt,71,1,4,26/10/2024,1.28,11,364,4,
1.2565E+18,"""The LEO Home"" Private Bedroom 3",349460842,Scott,,TENTH WARD,42.66226,-73.78221,Private room,56,30,0,,,17,124,0,
1.25892E+18,Cozy Boho 1BR Near Albany Med & St Peter Hospitals,18490980,Jeremy,,SIXTH WARD,42.65337804,-73.77287076,Entire home/apt,84,2,6,30/12/2024,2.07,2,179,6,
1.2596E+18,Cozy & Convenient Studio at Washington Park Albany,18490980,Jeremy,,SIXTH WARD,42.65584,-73.76565,Entire home/apt,69,28,2,03/11/2024,0.71,2,179,2,
1.26453E+18,"*Serene* Parkside 2BR Apt: Private Entrance, W/D",47625981,Linda,,SEVENTH WARD,42.64762857,-73.76751684,Entire home/apt,145,1,8,20/12/2024,2.82,18,345,8,
1.26534E+18,Stylish studio - downtown Albany,564967431,Stephanie,,SIXTH WARD,42.65004675,-73.76402178,Entire home/apt,80,1,4,21/12/2024,1.69,2,357,4,
1.26668E+18,Row house on the park,1017349,Chris,,SIXTH WARD,42.65319027,-73.769706,Private room,75,1,1,26/10/2024,0.42,1,83,1,
1.26821E+18,Central Location 1 Bed 1 Bath With Parking,270608641,Enkelejda,,SIXTH WARD,42.6513797,-73.76947069,Entire home/apt,,1,6,23/12/2024,2.77,1,0,6,
1.27386E+18,Short term across from UAlbany,658588120,Melinda,,TWELFTH WARD,42.68685059,-73.81405552,Entire home/apt,60,28,0,,,1,325,0,
1.27396E+18,3 Bedroom Cozy Ranch,57127782,Deanna,,FIFTEENTH WARD,42.673155,-73.8203654,Entire home/apt,171,1,13,26/12/2024,5.65,1,323,13,
1.27753E+18,"Historic Charm, Trendy Vibes, Centrally Located",382970529,Thomas,,SIXTH WARD,42.654727,-73.7617826,Entire home/apt,184,1,0,,,14,359,0,
1.27772E+18,Large Center Sq Luxury Retreat.,65760,Anthony,,SIXTH WARD,42.6497616,-73.7645287,Entire home/apt,128,7,0,,,1,268,0,
1.27822E+18,Historic Center Square/ King Suite and Good Eats,382970529,Thomas,,SIXTH WARD,42.65559389,-73.76228544,Private room,95,1,2,15/11/2024,1.03,14,86,2,
1.27978E+18,Spacious & Quiet Townhouse.,528617680,Paola,,SECOND WARD,42.64531128,-73.757934,Private room,75,1,4,31/12/2024,1.88,1,362,4,
1.27985E+18,Cozy room in the heart of Albany,32379616,Fabiola,,THIRD WARD,42.664093,-73.7679519,Private room,35,28,0,,,1,358,0,
1.28143E+18,Basement Apt Near Washington Park & SUNY Downtown,491607190,Nessie,,SIXTH WARD,42.65876131,-73.76808435,Entire home/apt,95,1,0,,,2,10,0,
1.28345E+18,"Historic Charm, King Bed, Chill Vibes n' Good Eats",382970529,Thomas,,SIXTH WARD,42.65364,-73.76217,Private room,95,1,2,16/11/2024,1.15,14,86,2,
1.2886E+18,Washington Lofts 109 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65769854,-73.76265862,Entire home/apt,54,31,0,,,5,354,0,
1.2886E+18,Washington Lofts 303 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65797247,-73.76464633,Entire home/apt,59,31,0,,,5,119,0,
1.2886E+18,Washington Lofts 304 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65735002,-73.76321831,Entire home/apt,64,31,2,07/12/2024,1.67,5,338,2,
1.2886E+18,Washington Lofts 109 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65537055,-73.76089577,Entire home/apt,59,31,1,01/12/2024,0.83,5,229,1,
1.2886E+18,Washington Lofts 310 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,SIXTH WARD,42.65678,-73.76367,Entire home/apt,57,31,0,,,5,98,0,
1.28908E+18,"1 bedroom apt close to hospitals,3min to Albanymed",484673863,Blossom Estates,,TENTH WARD,42.65701241,-73.78116252,Entire home/apt,67,1,10,04/01/2025,6.12,3,0,10,
1.29132E+18,The Belvedere,571617730,Zinte,,SECOND WARD,42.6445746,-73.7566836,Entire home/apt,300,1,0,,,1,364,0,
1.29288E+18,É??The Blue HomeÉ?? Private Bedroom 3 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66229706,-73.78175574,Private room,70,30,0,,,17,200,0,
1.29433E+18,Modern Luxury 2 bedroom w/yard,353498132,Michael,,EIGHTH WARD,42.64592834,-73.79876141,Entire home/apt,99,13,0,,,6,191,0,
1.2958E+18,'The Blue Home' Private Bedroom 1 / 1 Full Bath,349460842,Scott,,THIRTEENTH WARD,42.6634563,-73.78182815,Private room,70,30,0,,,17,174,0,
1.29665E+18,Room in Albany,663670719,Elhadj,,THIRTEENTH WARD,42.66434544,-73.77874573,Private room,45,1,0,,,3,327,0,
1.29676E+18,"Room In Albany, NY",663670719,Elhadj,,ELEVENTH WARD,42.6629497,-73.77890271,Private room,45,1,12,02/01/2025,10,3,355,12,
1.29807E+18,Fresh & Modernized 2BR Fl 1 Apt @ Downtown Albany,44434571,Earl,,SECOND WARD,42.64441207,-73.75226674,Entire home/apt,97,1,1,01/01/2025,1,8,356,1,
1.29863E+18,Mid-century Cozy Retreat W/D,47625981,Linda,,SEVENTH WARD,42.64882384,-73.76664662,Entire home/apt,119,1,1,08/12/2024,1,18,364,1,
1.30064E+18,Hope On The Hill,341431807,Rakee,,FIRST WARD,42.63104023,-73.77196508,Entire home/apt,90,1,2,29/12/2024,2,1,364,2,
1.30376E+18,Stylish Downtown Loft É?? Just 1/2 Mile to MVP Arena,433096110,Brian,,THIRD WARD,42.64857779,-73.75282604,Entire home/apt,99,1,1,01/01/2025,1,4,350,1,
1.30808E+18,É??The Blue HomeÉ?? Private Bedroom 2 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66299895,-73.78255585,Private room,56,28,0,,,17,259,0,
1.30811E+18,É??The Blue HomeÉ?? Private Bedroom 4 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66239947,-73.7827126,Private room,56,30,0,,,17,364,0,
1.31017E+18,Private Room In Albany,663670719,Elhadj,,ELEVENTH WARD,42.66375891,-73.77674407,Private room,49,1,2,31/12/2024,2,3,199,2,
1.31245E+18,COZY  house,667142820,Sylvain Marco,,FIFTEENTH WARD,42.6694592,-73.8269249,Entire home/apt,250,30,0,,,1,364,0,
1.31962E+18,Prime Location - 1 Bedroom,559146397,Cathleen,,SIXTH WARD,42.65331,-73.76971,Entire home/apt,73,5,0,,,1,278,0,
1.32549E+18,Walk to Washington Park: Remote Work-Ready Apt!,121680792,Evolve,,SIXTH WARD,42.65481,-73.77287,Entire home/apt,96,2,0,,,6,364,0,
